    Date, aveday_N, aveday_Y,  mwdss_N,  mwdss_Y,   week_N,   week_Y,      all
20150501, 20160503, 20160503, 20160503, 20160503, 20160506, 20160506, 20150501
20150502, 20160503, 20160503, 20160507, 20160507, 20160507, 20160507, 20150502
20150503, 20160503, 20160503, 20160508, 20160508, 20160508, 20160508, 20150503
20150504, 20160503, 20160503, 20160502, 20160502, 20160502, 20160502, 20150504
20150505, 20160503, 20160503, 20160503, 20160503, 20160503, 20160503, 20150505
20150506, 20160503, 20160503, 20160503, 20160503, 20160504, 20160504, 20150506
20150507, 20160503, 20160503, 20160503, 20160503, 20160505, 20160505, 20150507
20150508, 20160503, 20160503, 20160503, 20160503, 20160506, 20160506, 20150508
20150509, 20160503, 20160503, 20160507, 20160507, 20160507, 20160507, 20150509
20150510, 20160503, 20160503, 20160508, 20160508, 20160508, 20160508, 20150510
20150511, 20160503, 20160503, 20160502, 20160502, 20160502, 20160502, 20150511
20150512, 20160503, 20160503, 20160503, 20160503, 20160503, 20160503, 20150512
20150513, 20160503, 20160503, 20160503, 20160503, 20160504, 20160504, 20150513
20150514, 20160503, 20160503, 20160503, 20160503, 20160505, 20160505, 20150514
20150515, 20160503, 20160503, 20160503, 20160503, 20160506, 20160506, 20150515
20150516, 20160503, 20160503, 20160507, 20160507, 20160507, 20160507, 20150516
20150517, 20160503, 20160503, 20160508, 20160508, 20160508, 20160508, 20150517
20150518, 20160503, 20160503, 20160502, 20160502, 20160502, 20160502, 20150518
20150519, 20160503, 20160503, 20160503, 20160503, 20160503, 20160503, 20150519
20150520, 20160503, 20160503, 20160503, 20160503, 20160504, 20160504, 20150520
20150521, 20160503, 20160503, 20160503, 20160503, 20160505, 20160505, 20150521
20150522, 20160503, 20160503, 20160503, 20160503, 20160506, 20160506, 20150522
20150523, 20160503, 20160503, 20160507, 20160507, 20160507, 20160507, 20150523
20150524, 20160503, 20160503, 20160508, 20160508, 20160508, 20160508, 20150524
20150525, 20160503, 20160503, 20160502, 20160502, 20160502, 20160502, 20150525
20150526, 20160503, 20160503, 20160503, 20160503, 20160503, 20160503, 20150526
20150527, 20160503, 20160503, 20160503, 20160503, 20160504, 20160504, 20150527
20150528, 20160503, 20160503, 20160503, 20160503, 20160505, 20160505, 20150528
20150529, 20160503, 20160503, 20160503, 20160503, 20160506, 20160506, 20150529
20150530, 20160503, 20160530, 20160507, 20160530, 20160507, 20160530, 20150530
20150531, 20160503, 20160531, 20160508, 20160531, 20160508, 20160531, 20150531
