    Date, aveday_N, aveday_Y,  mwdss_N,  mwdss_Y,   week_N,   week_Y,      all
20150201, 20160202, 20160202, 20160214, 20160214, 20160214, 20160214, 20150201
20150202, 20160202, 20160202, 20160208, 20160208, 20160208, 20160208, 20150202
20150203, 20160202, 20160202, 20160209, 20160209, 20160209, 20160209, 20150203
20150204, 20160202, 20160202, 20160209, 20160209, 20160210, 20160210, 20150204
20150205, 20160202, 20160202, 20160209, 20160209, 20160211, 20160211, 20150205
20150206, 20160202, 20160202, 20160209, 20160209, 20160212, 20160212, 20150206
20150207, 20160202, 20160202, 20160213, 20160213, 20160213, 20160213, 20150207
20150208, 20160202, 20160202, 20160214, 20160214, 20160214, 20160214, 20150208
20150209, 20160202, 20160202, 20160208, 20160208, 20160208, 20160208, 20150209
20150210, 20160202, 20160202, 20160209, 20160209, 20160209, 20160209, 20150210
20150211, 20160202, 20160202, 20160209, 20160209, 20160210, 20160210, 20150211
20150212, 20160202, 20160202, 20160209, 20160209, 20160211, 20160211, 20150212
20150213, 20160202, 20160202, 20160209, 20160209, 20160212, 20160212, 20150213
20150214, 20160202, 20160202, 20160213, 20160213, 20160213, 20160213, 20150214
20150215, 20160202, 20160202, 20160214, 20160214, 20160214, 20160214, 20150215
20150216, 20160202, 20160202, 20160208, 20160208, 20160208, 20160208, 20150216
20150217, 20160202, 20160202, 20160209, 20160209, 20160209, 20160209, 20150217
20150218, 20160202, 20160202, 20160209, 20160209, 20160210, 20160210, 20150218
20150219, 20160202, 20160202, 20160209, 20160209, 20160211, 20160211, 20150219
20150220, 20160202, 20160202, 20160209, 20160209, 20160212, 20160212, 20150220
20150221, 20160202, 20160202, 20160213, 20160213, 20160213, 20160213, 20150221
20150222, 20160202, 20160202, 20160214, 20160214, 20160214, 20160214, 20150222
20150223, 20160202, 20160202, 20160208, 20160208, 20160208, 20160208, 20150223
20150224, 20160202, 20160202, 20160209, 20160209, 20160209, 20160209, 20150224
20150225, 20160202, 20160202, 20160209, 20160209, 20160210, 20160210, 20150225
20150226, 20160202, 20160202, 20160209, 20160209, 20160211, 20160211, 20150226
20150227, 20160202, 20160202, 20160209, 20160209, 20160212, 20160212, 20150227
20150228, 20160202, 20160202, 20160213, 20160213, 20160213, 20160213, 20150228
