    Date, aveday_N, aveday_Y,  mwdss_N,  mwdss_Y,   week_N,   week_Y,      all
20151101, 20161108, 20161108, 20161113, 20161113, 20161113, 20161113, 20151101
20151102, 20161108, 20161108, 20161107, 20161107, 20161107, 20161107, 20151102
20151103, 20161108, 20161108, 20161108, 20161108, 20161108, 20161108, 20151103
20151104, 20161108, 20161108, 20161108, 20161108, 20161109, 20161109, 20151104
20151105, 20161108, 20161108, 20161108, 20161108, 20161110, 20161110, 20151105
20151106, 20161108, 20161108, 20161108, 20161108, 20161111, 20161111, 20151106
20151107, 20161108, 20161108, 20161112, 20161112, 20161112, 20161112, 20151107
20151108, 20161108, 20161108, 20161113, 20161113, 20161113, 20161113, 20151108
20151109, 20161108, 20161108, 20161107, 20161107, 20161107, 20161107, 20151109
20151110, 20161108, 20161108, 20161108, 20161108, 20161108, 20161108, 20151110
20151111, 20161108, 20161108, 20161108, 20161108, 20161109, 20161109, 20151111
20151112, 20161108, 20161108, 20161108, 20161108, 20161110, 20161110, 20151112
20151113, 20161108, 20161108, 20161108, 20161108, 20161111, 20161111, 20151113
20151114, 20161108, 20161108, 20161112, 20161112, 20161112, 20161112, 20151114
20151115, 20161108, 20161108, 20161113, 20161113, 20161113, 20161113, 20151115
20151116, 20161108, 20161108, 20161107, 20161107, 20161107, 20161107, 20151116
20151117, 20161108, 20161108, 20161108, 20161108, 20161108, 20161108, 20151117
20151118, 20161108, 20161108, 20161108, 20161108, 20161109, 20161109, 20151118
20151119, 20161108, 20161108, 20161108, 20161108, 20161110, 20161110, 20151119
20151120, 20161108, 20161108, 20161108, 20161108, 20161111, 20161111, 20151120
20151121, 20161108, 20161108, 20161112, 20161112, 20161112, 20161112, 20151121
20151122, 20161108, 20161108, 20161113, 20161113, 20161113, 20161113, 20151122
20151123, 20161108, 20161108, 20161107, 20161107, 20161107, 20161107, 20151123
20151124, 20161108, 20161124, 20161108, 20161124, 20161108, 20161124, 20151124
20151125, 20161108, 20161125, 20161108, 20161125, 20161109, 20161125, 20151125
20151126, 20161108, 20161126, 20161108, 20161126, 20161110, 20161126, 20151126
20151127, 20161108, 20161108, 20161108, 20161108, 20161111, 20161111, 20151127
20151128, 20161108, 20161108, 20161112, 20161112, 20161112, 20161112, 20151128
20151129, 20161108, 20161108, 20161113, 20161113, 20161113, 20161113, 20151129
20151130, 20161108, 20161108, 20161107, 20161107, 20161107, 20161107, 20151130
