    Date, aveday_N, aveday_Y,  mwdss_N,  mwdss_Y,   week_N,   week_Y,      all
20151001, 20161004, 20161004, 20161004, 20161004, 20161006, 20161006, 20151001
20151002, 20161004, 20161004, 20161004, 20161004, 20161007, 20161007, 20151002
20151003, 20161004, 20161004, 20161008, 20161008, 20161008, 20161008, 20151003
20151004, 20161004, 20161004, 20161009, 20161009, 20161009, 20161009, 20151004
20151005, 20161004, 20161004, 20161003, 20161003, 20161003, 20161003, 20151005
20151006, 20161004, 20161004, 20161004, 20161004, 20161004, 20161004, 20151006
20151007, 20161004, 20161004, 20161004, 20161004, 20161005, 20161005, 20151007
20151008, 20161004, 20161004, 20161004, 20161004, 20161006, 20161006, 20151008
20151009, 20161004, 20161004, 20161004, 20161004, 20161007, 20161007, 20151009
20151010, 20161004, 20161004, 20161008, 20161008, 20161008, 20161008, 20151010
20151011, 20161004, 20161004, 20161009, 20161009, 20161009, 20161009, 20151011
20151012, 20161004, 20161004, 20161003, 20161003, 20161003, 20161003, 20151012
20151013, 20161004, 20161004, 20161004, 20161004, 20161004, 20161004, 20151013
20151014, 20161004, 20161004, 20161004, 20161004, 20161005, 20161005, 20151014
20151015, 20161004, 20161004, 20161004, 20161004, 20161006, 20161006, 20151015
20151016, 20161004, 20161004, 20161004, 20161004, 20161007, 20161007, 20151016
20151017, 20161004, 20161004, 20161008, 20161008, 20161008, 20161008, 20151017
20151018, 20161004, 20161004, 20161009, 20161009, 20161009, 20161009, 20151018
20151019, 20161004, 20161004, 20161003, 20161003, 20161003, 20161003, 20151019
20151020, 20161004, 20161004, 20161004, 20161004, 20161004, 20161004, 20151020
20151021, 20161004, 20161004, 20161004, 20161004, 20161005, 20161005, 20151021
20151022, 20161004, 20161004, 20161004, 20161004, 20161006, 20161006, 20151022
20151023, 20161004, 20161004, 20161004, 20161004, 20161007, 20161007, 20151023
20151024, 20161004, 20161004, 20161008, 20161008, 20161008, 20161008, 20151024
20151025, 20161004, 20161004, 20161009, 20161009, 20161009, 20161009, 20151025
20151026, 20161004, 20161004, 20161003, 20161003, 20161003, 20161003, 20151026
20151027, 20161004, 20161004, 20161004, 20161004, 20161004, 20161004, 20151027
20151028, 20161004, 20161004, 20161004, 20161004, 20161005, 20161005, 20151028
20151029, 20161004, 20161004, 20161004, 20161004, 20161006, 20161006, 20151029
20151030, 20161004, 20161004, 20161004, 20161004, 20161007, 20161007, 20151030
20151031, 20161004, 20161004, 20161008, 20161008, 20161008, 20161008, 20151031
